iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2016,7,10,Jammu and Kashmir,Shopian district,Assassination,Police,Police Security Forces/Officers,Superintendent of Police: Shailendra Mishra,Unknown,Explosives,0.0,3.0,"07/10/2016: Assailants armed with firearms and grenades attacked Shailendra Mishra in Shopian, Jammu and Kashmir, India. Mishra, the Shopian superintendent of police, was not harmed but three other police officers were injured in the attack. No group claimed responsibility for the incident.","""Three policemen injured in militant attack in Srinagar,"" Pune Mirror, July 11, 2016.",2016-07-10
2016,7,10,Jammu and Kashmir,Pulwama,Bombing/Explosion,Police,Police Security Forces/Officers,Personnel,Unknown,Explosives,0.0,1.0,"07/10/2016: Assailants threw grenades at Central Reserve Police Force (CRPF) personnel in Pulwama, Jammu and Kashmir, India. One police officer was injured in the blast. No group claimed responsibility for the incident.","""J-K on boil: CRPF jawan injured in grenade attack; suspected militants injure three policemen,"" New Indian Express, July 10, 2016.",2016-07-10
2016,7,11,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,0.0,13.0,"07/11/2016: Assailants threw a grenade at a police station in Srinagar, Jammu and Kashmir, India. At least 13 people, including police officers and civilians, were injured in the blast. No group claimed responsibility for the incident.","""Kashmir unrest: 12 security personnel injured in grenade attack in Srinagar,"" International Business Times India, July 12, 2016.",2016-07-11
2016,7,11,Jammu and Kashmir,Zirpora,Armed Assault,Police,Police Security Forces/Officers,Officers,Unknown,Firearms,0.0,2.0,"07/11/2016: Assailants opened fire on police personnel in Zirpora, Jammu and Kashmir, India. At least two people were injured in the attack. No group claimed responsibility for the incident.","""Kashmir tense, one more succumbs to injuries, death toll 32,"" The Northlines (India), July 12, 2016.",2016-07-11
2016,7,12,Jammu and Kashmir,Sopore,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Post,Unknown,Firearms,0.0,0.0,"07/12/2016: Assailants opened fire on a police post in Sopore, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Militants attack police post in Indian Kashmir,"" Press Trust of India, July 12, 2016.",2016-07-12
2016,7,12,Jammu and Kashmir,Sopore,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Unknown,Incendiary,0.0,0.0,"07/12/2016: Assailants threw a petrol bomb at security forces in Noorbagh, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Militants attack police post in Indian Kashmir,"" Press Trust of India, July 12, 2016.",2016-07-12
2016,7,15,Jammu and Kashmir,Yaripora,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,1.0,4.0,"07/15/2016: Assailants threw a grenade and opened fire at a police station in Yaripora, Jammu and Kashmir, India. At least one police officer was killed and four others were injured in the attack. No group claimed responsibility for the incident.","""POLICEMAN INJURED IN ATTACK DIES,"" Hindustan Times, July 25, 2016.",2016-07-15
2016,7,15,Jammu and Kashmir,Nathnusa,Bombing/Explosion,Police,Police Security Forces/Officers,Joint Party,Unknown,Explosives,0.0,4.0,"07/15/2016: Assailants threw a grenade at police in Nathnusa, Jammu and Kashmir, India. Four officers were injured in the attack. No group claimed responsibility for the incident.","""Kashmir violence: Fresh clashes break out, two more dead,"" Deccan Chronicle, July 16, 2016.",2016-07-15
2016,7,16,Jammu and Kashmir,Karimabad,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Cousin of Former Militant of Hizbul Mujahideen (HM): Manzoor Ahmad Pandit,Unknown,Firearms,0.0,2.0,"07/16/2016: Assailants opened fire on Shabir Ahmad Pandit in Karimabad, Jammu and Kashmir, India. At least two people, including Pandit, the cousin of a former Hizbul Mujahideen (HM) member, were injured in the assault. No group claimed responsibility for the attack.","""Cousin of ex-Burhan aide shot at; Officials said the unidentified men fired at Shabir Ahmad Pandit and Manzoor Ahmad Pandit at Karimabad in Pulwama.,"" Indian Express, July 17, 2016.",2016-07-16
2016,7,17,Jammu and Kashmir,Keegam,Armed Assault,Police,Police Security Forces/Officers,House of Officer: Mohammad Ashraf Rather,Unknown,Firearms,0.0,1.0,"07/17/2016: Assailants attacked the house of Mohd Ashraf Rather in Keegam, Jammu and Kashmir, India. Rather, a police constable, was injured in the attack. No group claimed responsibility for the incident.","""Suspected militants attack Cop's house in Shopian,"" Early Times (India), July 18, 2016.",2016-07-17
2016,7,29,Jammu and Kashmir,Shopian district,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Explosives,0.0,0.0,"07/29/2016: Assailants threw a grenade at a police patrol in Shopian, Jammu and Kashmir, India. There were no reported casualties as the grenade failed to detonate. No group claimed responsibility for the incident.","""Militants hurl hand grenade on CRPF in south Kashmir,"" United News of India, July 29, 2016.",2016-07-29
2016,7,29,Jammu and Kashmir,Jammu,Bombing/Explosion,Unknown,,Unknown,Unknown,Explosives,0.0,0.0,"07/29/2016: An explosive device was discovered and safely defused in Bari Brahmana, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""Bomb defused in Jammu,"" Times of India, July 29, 2016.",2016-07-29
2016,7,29,Jammu and Kashmir,Batalikr,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Unknown,Explosives,2.0,0.0,"07/29/2016: An explosive device detonated targeting soldiers in Batalikr, Jammu and Kashmir, India. Two soldiers were killed in the blast. No group claimed responsibility for the incident.","""Last rites of soldier Baasavarj Channappa Patil held with military honours,"" UNI (United News of India), August 1, 2016.",2016-07-29
2016,8,1,Jammu and Kashmir,Srinagar,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Road and Buildings Department Office,Unknown,Incendiary,0.0,0.0,"08/01/2016: Assailants threw an incendiary device at the Srinagar Development Authority (SDA) Road and Buildings Department office in Bemina neighborhood, Srinagar, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""J&K minister's house attacked with petrol bombs,"" Times of India, August 2, 2016.",2016-08-01
2016,8,2,Jammu and Kashmir,Srinagar,Facility/Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",House of Education Minister: Naeem Akhtar,Separatists,Incendiary,0.0,0.0,"08/02/2016: Assailants threw two incendiary devices at the residence of Naeem Akhtar in Parraypora neighborhood, Srinagar, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to separatists.","""Minister’s house   bombed as   Kashmir is calm,"" The Gulf Today, August 3, 2016.",2016-08-02
2016,8,7,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,0.0,0.0,"08/07/2016: Assailants threw a grenade at Maharajgunj police station in Srinagar, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Grenade attack on Maharajgunj police station,"" Greater Kashmir, August 7, 2016.",2016-08-07
2016,8,7,Jammu and Kashmir,Bijbehara,Unarmed Assault,Private Citizens & Property,Political Party Member/Rally,Houses of Workers,Unknown,Melee,0.0,,"08/07/2016: Assailants raided an unknown number of houses belonging to Peoples Democratic Party (PDP) workers in Baba Mohalla, Bijbehara, Jammu and Kashmir, India. An unknown number of workers were injured in the attack. This was one of four related attacks in the area on this date. No group claimed responsibility for the incidents.","""Ultras thrash PDP workers in CM’s hometown,"" Chandigarh Tribune, August 9, 2016.",2016-08-07
2016,8,7,Jammu and Kashmir,Bijbehara,Unarmed Assault,Private Citizens & Property,Political Party Member/Rally,Houses of Workers,Unknown,Melee,0.0,,"08/07/2016: Assailants raided an unknown number of houses belonging to Peoples Democratic Party (PDP) workers in Feroz Shah Mohalla, Bijbehara, Jammu and Kashmir, India. An unknown number of workers were injured in the attack. This was one of four related attacks in the area on this date. No group claimed responsibility for the incidents.","""Ultras thrash PDP workers in CM’s hometown,"" Chandigarh Tribune, August 9, 2016.",2016-08-07
2016,8,7,Jammu and Kashmir,Bijbehara,Unarmed Assault,Private Citizens & Property,Political Party Member/Rally,Houses of Workers,Unknown,Melee,0.0,,"08/07/2016: Assailants raided an unknown number of houses belonging to Peoples Democratic Party (PDP) workers in New Colony, Bijbehara, Jammu and Kashmir, India. An unknown number of workers were injured in the attack. This was one of four related attacks in the area on this date. No group claimed responsibility for the incidents.","""Ultras thrash PDP workers in CM’s hometown,"" Chandigarh Tribune, August 9, 2016.",2016-08-07
2016,8,7,Jammu and Kashmir,Bijbehara,Unarmed Assault,Private Citizens & Property,Political Party Member/Rally,Houses of Workers,Unknown,Melee,0.0,,"08/07/2016: Assailants raided an unknown number of houses belonging to Peoples Democratic Party (PDP) workers in Saraf Mohalla, Bijbehara, Jammu and Kashmir, India. An unknown number of workers were injured in the attack. This was one of four related attacks in the area on this date. No group claimed responsibility for the incidents.","""Ultras thrash PDP workers in CM’s hometown,"" Chandigarh Tribune, August 9, 2016.",2016-08-07
2016,8,7,Jammu and Kashmir,Kralpora,Bombing/Explosion,Police,Police Security Forces/Officers,House of Officer,Unknown,Explosives,0.0,0.0,"08/07/2016: Assailants fired grenades at a police officer's house in Kralpora, Jammu and Kashmir, India. No casualties were reported in the attack. No group claimed responsibility for the incident.","""Grenade attacks at PS, cop’s house,"" Daily Excelsior.com, August 7, 2016.",2016-08-07
2016,8,8,Jammu and Kashmir,Machil,Armed Assault,Military,Paramilitary,Personnel,Hizbul Mujahideen (HM),Firearms,4.0,3.0,"08/08/2016: Assailants opened fire on Border Security Force (BSF) personnel in Macchil, Jammu and Kashmir, India. Four people, including an assailant and three BSF personnel, were killed and three security personnel were injured in the ensuing clash. Hizbul Mujahideen (HM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of Burhan Wani, an HM leader. Sources also attributed the attack to Lashkar-e-Taiba (LeT).","""Kashmir: Three BSF men injured in militant attack,"" Indian Express, August 19, 2016.",2016-08-08
2016,8,9,Jammu and Kashmir,Zainapora,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Security Picket,Unknown,Firearms,0.0,0.0,"08/09/2016: Assailants opened fire on a security picket protecting a minority community in Zainapora, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Kashmir Unrest: Militants Attack Security Picket in Shopian,"" Outlook India, August 10, 2016.",2016-08-09
2016,8,10,Jammu and Kashmir,Keran,Armed Assault,Military,Non-combatant Personnel,Porters,Unknown,Firearms,1.0,1.0,"08/10/2016: Assailants opened fire on Army porters in Keran, Jammu and Kashmir, India. One porter was killed and another was injured in the attack. No group claimed responsibility for the incident.","""Army porter killed in militant attack,"" The Tribune Online, August 11, 2016.",2016-08-10
2016,8,12,Jammu and Kashmir,Chanchur,Armed Assault,Police,Police Security Forces/Officers,Constable: Manzoor Ahmad,Unknown,Firearms,2.0,2.0,"08/12/2016: Assailants opened fire on a police officer in Chanchur, Jammu and Kashmir, India. The officer and a civilian were killed and two civilians wounded in the attack. No group claimed responsibility for the incident.","""Gunmen kill cop, civilian in Kulgam,"" Early Times (India), August 12, 2016.",2016-08-12
2016,8,12,Jammu and Kashmir,Pattan,Armed Assault,Private Citizens & Property,Named Civilian,"Civilians: Aftab Ahmed, Abdur Rehman",Unknown,Firearms,0.0,4.0,"08/12/2016: Assailants opened fire on civilians in Pattan, Jammu and Kashmir, India. Four people were wounded in the attack. No group claimed responsibility for the incident.","""India Daily Report Says Four Persons Injured After Militants Open Fire in Kashmir,"" Daily Excelsior Online, August 12, 2016.",2016-08-12
2016,8,12,Jammu and Kashmir,Tilwani,Armed Assault,Private Citizens & Property,Named Civilian,Civilian: Aqib Manzoor Dar,Unknown,Firearms,0.0,1.0,"08/12/2016: Assailants shot and injured a civilian in Tilwani, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""Four suspected suicide bombers arrested in FATA,"" South Asian Terrorism Portal, August 13, 2016.",2016-08-12
2016,8,13,Jammu and Kashmir,Poonch,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Unknown,Explosives,0.0,16.0,"08/13/2016: Assailants threw a grenade at a market in Poonch, Jammu and Kashmir, India. At least 16 people, including Budda Amarnath pilgrims, were injured in the blast. No group claimed responsibility for the incident.","""Bomb Victims Treated amid Heightened Tensions in India’s Jammu and Kashmir,"" Latin American Herald Tribune, August 15, 2016.",2016-08-13
2016,8,15,Jammu and Kashmir,Uri,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Hizbul Mujahideen (HM),Firearms,5.0,0.0,"08/15/2016: Assailants opened fire on military personnel in Uri, Jammu and Kashmir, India. At least five assailants were killed in the ensuing clash. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""Five militants dead as India troops foil Kashmir entry bid,"" Press Trust of India, August 15, 2016.",2016-08-15
2016,8,15,Jammu and Kashmir,Srinagar,Armed Assault,Police,Police Security Forces/Officers,Personnel,Jammu and Kashmir Islamic Front,Firearms,0.0,3.0,"08/15/2016: Assailants opened fire on Central Reserve Police Force (CRPF) personnel in Srinagar, Jammu and Kashmir, India. At least three police officers were injured in the attack. The Jammu and Kashmir Islamic Front claimed responsibility for the incident.","""India marks Independence Day amid Kashmir unrest,"" Al Jazeera, August 15, 2016.",2016-08-15
2016,8,16,Jammu and Kashmir,Kakapora,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Kakapora Police Station,Unknown,Explosives,0.0,5.0,"08/16/2016: Assailants threw a grenade at a police station in Kakapora, Jammu and Kashmir, India. Five police officers were injured in the blast. No group claimed responsibility for the incident.","""Jammu and Kashmir: 3 security personnel killed in Baramulla militant attack,"" International Business Times India, August 17, 2016.",2016-08-16
2016,8,17,Jammu and Kashmir,Baramulla district,Armed Assault,Military,Military Unit/Patrol/Convoy,Convoy,Hizbul Mujahideen (HM),Explosives,3.0,3.0,"08/17/2016: Assailants threw grenades and opened fire on a military convoy in Baramulla district, Jammu and Kashmir, India. Two soldiers and a police officer were killed and three security personnel were injured in the attack. Hizbul Mujahideen (HM) claimed responsibility for the incident; however, sources also attributed the attack to Jaish-e-Mohammad (JeM).","""Jammu and Kashmir: 3 security personnel killed in Baramulla militant attack,"" International Business Times India, August 17, 2016.",2016-08-17
2016,8,18,Jammu and Kashmir,Kach Dorah,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,Residence of Senior Leader: Sheikh Mohammad Rafi,Unknown,Explosives,0.0,0.0,"08/18/2016: Assailants threw a grenade at the residence of Sheikh Mohammad Rafi in Kach Dorah, Jammu and Kashmir, India. Rafi, a senior Jammu & Kashmir National Conference (NC) leader and former Member of the Legislative Assembly (MLA), was unharmed in the attack. No group claimed responsibility for the incident.","""NC leader, family escape unhurt in militant attack,"" Press Trust of India, August 19, 2016.",2016-08-18
2016,8,19,Jammu and Kashmir,Karnah,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Camp,Unknown,Firearms,0.0,3.0,"08/19/2016: Assailants opened fire on a Border Security Force (BSF) camp in Karnah, Jammu and Kashmir, India. Three BSF personnel were injured in the attack. No group claimed responsibility for the incident.","""Militants attack security camp in Indian Kashmir - police,"" Press Trust of India, August 19, 2016.",2016-08-19
2016,8,24,Jammu and Kashmir,Pulwama,Armed Assault,Police,Police Security Forces/Officers,Officers,Tehrik al-Mojahedin,Explosives,0.0,17.0,"08/24/2016: Assailants threw a hand grenade and opened fire on police personnel in Pulwama, Jammu and Kashmir, India. At least 17 police officers were injured in the attack. Tehrik al-Mojahedin claimed responsibility for the incident.","""As Rajnath starts outreach in J&K, violence escalates,"" The Hindu, August 25, 2016.",2016-08-24
2016,8,27,Jammu and Kashmir,Koil,Armed Assault,Police,Police Security Forces/Officers,Constable: Khurshid Ahmad Ganai,Separatists,Firearms,1.0,0.0,"08/27/2016: Assailants shot and killed a Jammu and Kashmir Police constable in Koil, Jammu and Kashmir, India. No group claimed responsibility; however, sources attributed the attack to separatists.","""J&K: Militants kill police constable in Pulwama,"" Indian Express, August 27, 2016.",2016-08-27
2016,8,30,Jammu and Kashmir,Akhnoor,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Hizbul Mujahideen (HM),Unknown,1.0,1.0,"08/30/2016: Assailants attacked Indian Army soldiers in Akhnoor, Jammu and Kashmir, India. At least one soldier was killed and another was injured in the incident. Hizbul Mujahideen (HM) claimed responsibility for the attack.","""Hizb claims responsibility of Akhnoor attack,"" Greater Kashmir, August 31, 2016.",2016-08-30
2016,8,31,Jammu and Kashmir,Chawalgam,Unknown,Government (General),Politician or Political Party Movement/Meeting/Rally,Member: Nazir Ahmad Lawyay,Unknown,Unknown,0.0,0.0,"08/31/2016: Assailants attacked the residence of Nazir Ahmad Lawyay in Chawalgam, Jammu and Kashmir, India. Lawyay, a Rajya Sabha member and People's Democratic Party (PDP) leader, was not harmed as there were no reported casualties in the incident. No group claimed responsibility for the attack.","""Militants snatch 4 rifles from PDP leader’s guards in Anantnag,"" Greater Kashmir, September 19, 2016.",2016-08-31
2016,9,5,Jammu and Kashmir,Bugam,Facility/Infrastructure Attack,Violent Political Party,Party Official/Candidate/Other Personnel,Leader: Ali Mohammad Koka,Unknown,Firearms,0.0,,"09/05/2016: Six assailants raided the residence of Ali Mohammad Koka in Bugam, Jammu and Kashmir, India. Koka, a Communist Party of India: Marxist-Leninist (CPI-ML) leader, was unharmed, though a security guard's rifle was stolen in the attack. No group claimed responsibility for the incident.","""Weapon snatched from guard in Kulgam,"" Greater Kashmir, September 5, 2016.",2016-09-05
2016,9,7,Jammu and Kashmir,Kralagund,Armed Assault,Military,Military Unit/Patrol/Convoy,Convoy,Hizbul Mujahideen (HM),Firearms,0.0,3.0,"09/07/2016: Assailants opened fire on a military convoy in Kralagund, Jammu and Kashmir, India. At least three soldiers were injured in the attack. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""Encouraged by unrest, militants launch attacks on security forces,"" DNA, September 8, 2016.",2016-09-07
2016,9,7,Jammu and Kashmir,Damhal Hanji Pora,Facility/Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,Residence of Leader: Abdul Rashid Khanday,Hizbul Mujahideen (HM),Firearms,0.0,0.0,"09/07/2016: Assailants attacked the residence of Abdul Rashid Khanday, a Jammu & Kashmir National Conference (NC) leader, in Damhal Hanji Pora, Jammu and Kashmir, India. There were no reported casualties, although four rifles were stolen from guards during the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Hizbul Mujahideen (HM).","""Encouraged by unrest, militants launch attacks on security forces,"" DNA, September 8, 2016.",2016-09-07
2016,9,7,Jammu and Kashmir,Kulgam,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Unknown,Incendiary,0.0,0.0,"09/07/2016: Assailants set fire to the Jawahar Navodaya Vidyalaya school in Kulgam, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""With 23 schools set on fire in three-months,Kashmir faces new challenge,"" Kashmir Observer, October 28, 2016.",2016-09-07
2016,9,8,Jammu and Kashmir,Pulwama,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Tehrik al-Mojahedin,Explosives,0.0,0.0,"09/08/2016: Assailants opened fire on a police station in Pulwama, Jammu and Kashmir, India. There were no reported casualties in the ensuing clash. Tehrik al-Mojahedin claimed responsibility for the incident.","""Militants attack police station in Kashmir,"" New Indian Express, September 8, 2016.",2016-09-08
2016,9,9,Jammu and Kashmir,Pulwama,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Camp,Unknown,Firearms,0.0,0.0,"09/09/2016: Assailants opened fire on a Central Reserve Police Force (CRPF) camp in Pulwama, Jammu and Kashmir, India. There were no reported casualties in the ensuing clash. No group claimed responsibility for the incident.","""Militants attack CRPF camp in south Kashmir, no injury reported,"" United News of India, September 10, 2016.",2016-09-09
2016,9,10,Jammu and Kashmir,Anantnag district,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,High School,Unknown,Incendiary,0.0,0.0,"09/10/2016: Assailants set fire to a high school in Anantnag district, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""With 23 schools set on fire in three-months,Kashmir faces new challenge,"" Kashmir Observer, October 28, 2016.",2016-09-10
2016,9,11,Jammu and Kashmir,Poonch,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Officers,Lashkar-e-Taiba (LeT),Explosives,5.0,7.0,"09/11/2016: Security forces identified and intercepted assailants targeting a military headquarters in Poonch, Jammu and Kashmir, India. At least four assailants and one police officer were killed and seven people, including security members and civilians, were injured in the ensuing clash. Assailants also held two civilians hostage during the clash, and the two hostages were later rescued by security forces. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT).","""3-day long operation ends; all 4 militants dead, bodies recovered,"" Daily Excelsior.com, September 13, 2016.",2016-09-11
2016,9,12,Jammu and Kashmir,Anantnag,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Unknown,Explosives,1.0,10.0,"09/12/2016: Assailants threw a grenade at a police post in Anantnag, Jammu and Kashmir, India. One civilian was killed and at least ten people, including civilians and police officers, were injured in the blast. No group claimed responsibility for the incident.","""One killed, 10 injured in grenade blast in Indian Kashmir,"" Press Trust of India, September 12, 2016.",2016-09-12
2016,9,12,Jammu and Kashmir,Sopore,Armed Assault,Police,Police Security Forces/Officers,Officers,Unknown,Firearms,0.0,1.0,"09/12/2016: Assailants opened fire on police forces in Sopore, Jammu and Kashmir, India. A police officer was injured in the attack. No group claimed responsibility for the incident.","""Policeman injured in militant attack in north Kashmir,"" United News of India, September 12, 2016.",2016-09-12
2016,9,14,Jammu and Kashmir,Lidpura,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Oil Tanker Trucks,Unknown,Incendiary,0.0,0.0,"09/14/2016: Assailants threw a petrol bomb at two oil tankers in Lidpura, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Petrol bomb hurled on oil tankers,"" Daily Excelsior.com, September 14, 2016.",2016-09-14
2016,9,18,Jammu and Kashmir,Uri,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Headquarters,Lashkar-e-Taiba (LeT),Explosives,24.0,17.0,"09/18/2016: Assailants, including suicide bombers, attacked a military headquarters in Uri, Jammu and Kashmir, India. At least 24 people, including 20 soldiers and four assailants, were killed and 17 other soldiers were injured in the ensuing clash. Lashkar-e-Taiba (LeT) claimed responsibility for the incident. Sources also suspected that the attack may have been carried out by Jaish-e-Mohammad (JeM).","""Kashmir attack: Pakistan hits back at India accusations,"" BBC, September 19, 2016.",2016-09-18
2016,9,18,Jammu and Kashmir,Dialgam,Facility/Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,House of Official: Javaid Amhad,Separatists,Firearms,0.0,,"09/18/2016: Assailants attacked the house of Javaid Amhad, a People's Democratic Party (PDP) leader, in Dialgam, Jammu and Kashmir, India. An unknown number of people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to separatists.","""Militants snatch 4 rifles from PDP leader’s guards in Anantnag,"" Greater Kashmir, September 19, 2016.",2016-09-18
2016,9,19,Jammu and Kashmir,Langait,Armed Assault,Police,"Police Building (headquarters, station, school)",Checkpost,Unknown,Firearms,0.0,0.0,"09/19/2016: Assailants opened fire on a police checkpost in Langait, Jammu and Kashmir, India. No casualties were reported in the attack. No group claimed responsibility for the incident.","""Militants attack police station in north Kashmir, no damage,"" UNI (United News of India), September 20, 2016.",2016-09-19
2016,9,19,Jammu and Kashmir,Keller,Armed Assault,Police,"Police Building (headquarters, station, school)",Checkpost,Unknown,Firearms,0.0,0.0,"09/19/2016: Assailants attacked a police post in Keller, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the attack.","""Militant killed in an attack on a Police post in Jammu and Kashmir,"" South Asian Terrorism Portal, September 20, 2016.",2016-09-19
2016,9,19,Jammu and Kashmir,Anantnag district,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Unknown,Incendiary,0.0,0.0,"09/19/2016: Assailants set fire to Islamia Hanfia School in Anantnag, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""With 23 schools set on fire in three-months,Kashmir faces new challenge,"" Kashmir Observer, October 28, 2016.",2016-09-19
2016,9,19,Jammu and Kashmir,Shopian,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Middle School,Unknown,Incendiary,0.0,0.0,"09/19/2016: Assailants set fire to a middle school in Shopian, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""With 23 schools set on fire in three-months,Kashmir faces new challenge,"" Kashmir Observer, October 28, 2016.",2016-09-19
2016,9,26,Jammu and Kashmir,Anantnag district,Bombing/Explosion,Police,Police Security Forces/Officers,Officers,Hizbul Mujahideen (HM),Explosives,0.0,5.0,"09/26/2016: Assailants threw a grenade at Central Reserve Police Force personnel in Anantnag, Jammu and Kashmir, India. Five CRPF officers were wounded in the attack. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""5 CRPF jawans injured in grenade attack in Kulgam, J&K,"" Financial Express, September 26, 2016.",2016-09-26
2016,9,27,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Unknown,Explosives,0.0,0.0,"09/27/2016: Assailants threw a hand grenade at a Sashastra Seema Bal camp in Srinagar, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Grenade attack at CRPF camp in Soura,"" Greater Kashmir, September 27, 2016.",2016-09-27
2016,9,27,Jammu and Kashmir,Zangam,Bombing/Explosion,Unknown,,Unknown,Unknown,Explosives,0.0,0.0,"09/27/2016: Security forces discovered and defused an explosive device along the Srinagar-Baramulla road near Zangam, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""IED detected, defused on highway,"" Chandigarh Tribune, September 27, 2016.",2016-09-27
2016,9,28,Jammu and Kashmir,Pulwama,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,House of Former Legislator: Syed Bashir,Unknown,Firearms,0.0,0.0,"09/28/2016: Assailants opened fire on security guards at the residence of Syed Bashir in Pulwama, Jammu and Kashmir, India. Bashir, a former legislator and People's Democratic Party (PDP) leader, was not harmed as there were no reported casualties in the assault. No group claimed responsibility for the attack.","""Shots fired at former PDP legislator’s house after rifle snatching bid foiled,"" Greater Kashmir, September 28, 2016.",2016-09-28
2016,9,30,Jammu and Kashmir,Yaripora,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Tehrik al-Mojahedin,Firearms,0.0,0.0,"09/30/2016: Assailants opened fire on a Central Reserve Police Force (CRPF) patrol in Behibagh neighborhood, Yaripora, Jammu and Kashmir, India. There were no reported casualties in the assault. Tehrik al-Mojahedin claimed responsibility for the attack and accused authorities of mistreating local civilians.","""India Kashmir police say no casualties after militant attack,"" Press Trust of India, September 30, 2016.",2016-09-30
2016,9,30,Jammu and Kashmir,Shopian,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,0.0,0.0,"09/30/2016: Assailants threw a grenade near an Indian Police Service (IPS) station at Main Chowk in Shopian, Jammu and Kashmir, India. There were no reported casualties in the blast. This was one of two grenade attacks targeting police stations in Shopian on the same day. No group claimed responsibility for the incidents.","""Two grenade blasts leave two civilian injured in south Kashmir,"" United News of India, September 30, 2016.",2016-09-30
2016,9,30,Jammu and Kashmir,Shopian,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,0.0,2.0,"09/30/2016: Assailants threw a grenade near an Indian Police Service (IPS) station at Batapora Square in Shopian, Jammu and Kashmir, India. At least two civilians were injured in the blast. This was one of two grenade attacks targeting police stations in Shopian on the same day. No group claimed responsibility for the incidents.","""Two grenade blasts leave two civilian injured in south Kashmir,"" United News of India, September 30, 2016.",2016-09-30
